trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'e': 0.055631816621465865, 'a': 0.1}",35,21,8.94736737941367,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'e': 0.05485839775330936, 'a': 0.1}",20,14,0.7349221869776339,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'e': 0.054530232846005534, 'a': 0.1}",20,4,29.8495555785959,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.05366469191273011, 'a': 0.1}",20,15,10.001143424056263,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.053397038145197084, 'a': 0.1}",20,4,1.9137722867624982,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'e': 0.05254948404872264, 'a': 0.1}",30,16,28.94844177808457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.05181891717272583, 'a': 0.1}",20,0,30.051551700287014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'e': 0.0507928338648985, 'a': 0.1}",25,19,11.175711328952135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'e': 0.05048898930691617, 'a': 0.1}",25,20,9.71137455750488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'e': 0.050237174422207494, 'a': 0.1}",20,14,12.270533990252892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'e': 0.049936653838985136, 'a': 0.1}",25,18,13.516091351138623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'e': 0.049588317860408, 'a': 0.1}",30,18,23.286257769939155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.0489968141662752, 'a': 0.1}",25,8,-23.007877309343165,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'e': 0.048170908414803745, 'a': 0.1}",25,0,9.095784190930111,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
198,False,"{'e': 0.04698156444836709, 'a': 0.1}",25,3,37.971558172895016,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.045959256649044204, 'a': 0.1}",20,0,-18.102570533286105,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
200,False,"{'e': 0.0450492023935578, 'a': 0.1}",20,11,14.149926924613258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.04464557860352782, 'a': 0.1}",20,5,20.052910759174313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.04398089253282229, 'a': 0.1}",25,0,41.38434801229399,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'e': 0.04289500042711446, 'a': 0.1}",20,8,20.25796482339831,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'e': 0.04238333654523223, 'a': 0.1}",25,0,25.633198586815983,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'e': 0.041336888237397666, 'a': 0.1}",20,11,18.718386882836555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.040966525376082925, 'a': 0.1}",30,19,21.685136200419763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'e': 0.040518363008926805, 'a': 0.1}",25,19,13.568133686332112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'e': 0.0402759807049317, 'a': 0.1}",20,12,13.632577164413409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'e': 0.039955058260653896, 'a': 0.1}",25,13,22.479253066777204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'e': 0.039478462853102525, 'a': 0.1}",25,0,39.46829768969147,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'e': 0.038503736132273224, 'a': 0.1}",25,0,36.4846197968735,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'e': 0.03755307549992954, 'a': 0.1}",20,16,7.3279055843731395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.037403163222367926, 'a': 0.1}",30,20,16.00501229719928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'e': 0.037030995529998355, 'a': 0.1}",25,8,32.40036099067786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.036406789391061456, 'a': 0.1}",25,14,20.035689514484453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.036008509264439374, 'a': 0.1}",30,21,14.95208699175075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.03568588666047689, 'a': 0.1}",30,13,2.3650896593523294,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'e': 0.035084354100845025, 'a': 0.1}",30,15,28.943661606761946,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'e': 0.0345620161180041, 'a': 0.1}",20,13,15.22866332931174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.03432092680223053, 'a': 0.1}",20,12,16.939641539754586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.034047454734599344, 'a': 0.1}",35,13,13.997344024895932,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'e': 0.03330659012246989, 'a': 0.1}",20,11,18.01428991180441,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.03300817569060575, 'a': 0.1}",25,19,3.7796380894737833,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.032810719597110516, 'a': 0.1}",25,0,15.088632810953365,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'e': 0.03200062004384415, 'a': 0.1}",20,16,7.263838172222071,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.031872873227630244, 'a': 0.1}",20,16,7.410171080221522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'e': 0.03174563637806794, 'a': 0.1}",25,18,-26.958025418810458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'e': 0.031524192879891964, 'a': 0.1}",30,19,21.06026564240089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'e': 0.031179326997954438, 'a': 0.1}",20,2,29.635444557600593,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.03062311999254796, 'a': 0.1}",35,23,16.33028440621329,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.030257838624213294, 'a': 0.1}",20,3,19.750679549240648,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'e': 0.029747802954097544, 'a': 0.1}",20,0,33.19067144150746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'e': 0.02915875698939719, 'a': 0.1}",25,15,-24.11760508498144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'e': 0.028868622509685086, 'a': 0.1}",20,16,8.76517378894027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.028753378661002135, 'a': 0.1}",25,13,23.356636474028395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.02841040010414406, 'a': 0.1}",20,14,12.123404418565332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'e': 0.028240448069478983, 'a': 0.1}",35,9,28.76050325284797,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'e': 0.027515659500367044, 'a': 0.1}",25,18,13.651364823219568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.02732372244729256, 'a': 0.1}",30,18,23.311611990664204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.02699779724026034, 'a': 0.1}",25,0,37.505996782853906,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'e': 0.026331219251357077, 'a': 0.1}",20,16,6.785172386502011,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.02622610474351996, 'a': 0.1}",20,7,16.579585212428782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.025887371915708866, 'a': 0.1}",30,11,11.179887004894317,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
244,False,"{'e': 0.025400155066397548, 'a': 0.1}",25,15,21.527640311282045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.025147419300689974, 'a': 0.1}",25,20,7.119732458812983,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'e': 0.025021996023677443, 'a': 0.1}",25,14,20.61497823262736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.024748262362694576, 'a': 0.1}",20,12,19.28438766563933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'e': 0.02455106610055386, 'a': 0.1}",20,6,21.888414371074752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'e': 0.024209745990791363, 'a': 0.1}",20,3,23.601256387795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.023801658877461853, 'a': 0.1}",30,13,33.58440524467204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.023400450609211056, 'a': 0.1}",20,8,19.93715023641288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'e': 0.023121323315184173, 'a': 0.1}",20,13,13.928922046603729,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.022960039204939983, 'a': 0.1}",30,9,28.193819521299062,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'e': 0.02248290581673553, 'a': 0.1}",20,8,19.39963594158149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.022214723260455337, 'a': 0.1}",25,11,13.38730862194736,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'e': 0.02190588405361408, 'a': 0.1}",35,13,39.032162905195655,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.021429217165611993, 'a': 0.1}",25,15,20.730651821626335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.021215992892188968, 'a': 0.1}",30,15,29.91276199587491,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.020900127908629072, 'a': 0.1}",20,16,8.127110094983266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'e': 0.020816694375305884, 'a': 0.1}",20,0,25.825786242087975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'e': 0.02040449620930702, 'a': 0.1}",20,16,5.781035893811975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.020323041243008984, 'a': 0.1}",25,9,23.165606305092837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.02000046011385546, 'a': 0.1}",20,7,21.931631508222473,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'e': 0.019742136871492774, 'a': 0.1}",20,14,10.324495628257832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,0,39.60241721048889,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,14,8.772183227483293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,6,22.778515853354488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",30,13,30.85313363411726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,14,8.247911471336437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",30,19,18.680391558385296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,8,22.079284853199894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",25,18,13.642632080681185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,5,24.631182166237064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,13,12.14299878338026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,12,15.821706732752743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,0,27.215953057499913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'e': 0, 'a': 0}",25,16,18.32476920433729,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",30,18,22.836299693925252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",25,16,18.057614436486908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",20,11,16.641959083972036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",20,12,14.506674379558234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",25,8,32.35364958601068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",20,2,26.33926812105855,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",20,8,21.180156595841833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",25,14,20.750315226925824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",20,0,27.61984830348462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",25,8,29.03553222311854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",25,8,31.428858812915887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",20,12,14.938475379508242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0, 'a': 0}",30,8,45.35198114816453,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0, 'a': 0}",25,15,15.366670157633772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0, 'a': 0}",35,22,22.385749309310015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'e': 0, 'a': 0}",20,0,32.28976386367636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0, 'a': 0}",30,16,25.73934531847712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
