trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'e': 0.055409733816699856, 'a': 0.2}",25,17,17.000276897555302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'e': 0.054968224338792594, 'a': 0.2}",20,10,15.613622714152243,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'e': 0.05442128136810859, 'a': 0.2}",25,11,24.174384424396084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.05366469191273011, 'a': 0.2}",20,14,8.40945380531874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.05334366779667368, 'a': 0.2}",35,24,18.946093542955808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.052760102941878724, 'a': 0.2}",30,2,-3.6691937037432547,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'e': 0.05130331033191911, 'a': 0.2}",30,6,21.190196707198155,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,False,"{'e': 0.05008668874032793, 'a': 0.2}",35,12,41.14617081605811,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.048947841842351916, 'a': 0.2}",25,10,29.471895861078107,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",20,14,11.11227104710957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",25,18,13.5143909607751,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,14,10.83069022708831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,3,36.74292715958606,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",25,13,23.746182394798677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",30,18,24.61636789585954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,12,14.120920261531579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",35,8,44.777627913011194,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,7,25.47612019504526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",35,20,22.597132498018087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,5,26.117303156404105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,11,15.970458604259806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",30,12,36.67504827371467,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",25,13,23.848166302869146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",20,8,24.7441070662733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",20,8,22.205492168262644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",25,15,14.598528347016657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",20,6,27.25450966301726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",20,5,29.186058062337274,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",30,20,20.501324498403196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",20,0,26.130948798593288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'e': 0, 'a': 0}",30,12,30.604188746862857,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",20,14,11.403741319115946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",30,20,20.448290103582888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",25,16,16.999420399229376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0, 'a': 0}",20,10,13.921821216216623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0, 'a': 0}",25,8,29.12048991668698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0, 'a': 0}",25,0,38.65767432826597,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'e': 0, 'a': 0}",30,2,40.96429967994887,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0, 'a': 0}",25,12,26.526512188821076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
